branch,dN,dS,omega,lnL,SOG,Model
12..5,0.0918,3.8964,0.0236,-14980.465776,OG0004327,M2
12..6,0.075,3.3878,0.0222,-14980.465776,OG0004327,M2
9..4,0.0964,4.0927,0.0236,-14980.465776,OG0004327,M2
8..7,0.1141,5.1517,0.0222,-14980.465776,OG0004327,M2
8..1,0.0556,0.9386,0.0593,-7696.060036,OG0004336,M2
8..9,0.0194,0.1776,0.1091,-7696.060036,OG0004336,M2
9..10,0.0135,0.1241,0.1091,-7696.060036,OG0004336,M2
10..11,0.037,0.3391,0.1091,-7696.060036,OG0004336,M2
11..2,0.0501,0.4589,0.1091,-7696.060036,OG0004336,M2
11..3,0.0308,0.5204,0.0593,-7696.060036,OG0004336,M2
10..12,0.0403,0.3689,0.1091,-7696.060036,OG0004336,M2
12..5,0.0365,0.3348,0.1091,-7696.060036,OG0004336,M2
12..6,0.0376,0.6338,0.0593,-7696.060036,OG0004336,M2
9..4,0.053,0.4857,0.1091,-7696.060036,OG0004336,M2
8..7,0.0493,0.8312,0.0593,-7696.060036,OG0004336,M2
8..1,0.1216,84.7006,0.0014,-8111.311147,OG0004308,M2
8..9,0.0293,23.7917,0.0012,-8111.311147,OG0004308,M2
9..10,0.0481,39.1571,0.0012,-8111.311147,OG0004308,M2
10..2,0.074,60.1625,0.0012,-8111.311147,OG0004308,M2
10..3,0.1051,73.2504,0.0014,-8111.311147,OG0004308,M2
9..11,0.0231,18.8271,0.0012,-8111.311147,OG0004308,M2
11..4,0.0768,62.4326,0.0012,-8111.311147,OG0004308,M2
11..12,0.0745,60.5703,0.0012,-8111.311147,OG0004308,M2
12..5,0.0387,31.4625,0.0012,-8111.311147,OG0004308,M2
12..6,0.0512,35.6552,0.0014,-8111.311147,OG0004308,M2
8..7,0.0691,48.1068,0.0014,-8111.311147,OG0004308,M2
8..1,0.4767,69.923,0.0068,-8596.334184,OG0004299,M2
8..9,0.0628,11.6491,0.0054,-8596.334184,OG0004299,M2
9..2,0.0602,11.1706,0.0054,-8596.334184,OG0004299,M2
9..3,0.1722,25.2637,0.0068,-8596.334184,OG0004299,M2
8..10,0.0838,15.5394,0.0054,-8596.334184,OG0004299,M2
10..11,0.0669,12.4035,0.0054,-8596.334184,OG0004299,M2
11..4,0.2509,46.5476,0.0054,-8596.334184,OG0004299,M2
11..7,0.3957,58.0452,0.0068,-8596.334184,OG0004299,M2
10..12,0.175,32.4633,0.0054,-8596.334184,OG0004299,M2
12..5,0.0896,16.6265,0.0054,-8596.334184,OG0004299,M2
12..6,0.1331,19.5235,0.0068,-8596.334184,OG0004299,M2
8..1,0.1469,63.935,0.0023,-11259.106784,OG0004339,M2
8..9,0.0276,6.5712,0.0042,-11259.106784,OG0004339,M2
9..10,0.0328,7.7984,0.0042,-11259.106784,OG0004339,M2
10..11,0.0791,18.8132,0.0042,-11259.106784,OG0004339,M2
11..2,0.0728,17.311,0.0042,-11259.106784,OG0004339,M2
11..3,0.0628,27.3483,0.0023,-11259.106784,OG0004339,M2
10..12,0.1579,37.543,0.0042,-11259.106784,OG0004339,M2
12..5,0.1174,27.9096,0.0042,-11259.106784,OG0004339,M2
12..6,0.1175,51.1363,0.0023,-11259.106784,OG0004339,M2
9..4,0.301,71.5682,0.0042,-11259.106784,OG0004339,M2
8..7,0.1655,72.0228,0.0023,-11259.106784,OG0004339,M2
8..1,0.4676,52.6553,0.0089,-12151.762443,OG0004297,M2
8..9,0.0248,4.8245,0.0051,-12151.762443,OG0004297,M2
9..10,0.1365,26.5984,0.0051,-12151.762443,OG0004297,M2
10..11,0.1458,28.4055,0.0051,-12151.762443,OG0004297,M2
11..2,0.2044,39.8173,0.0051,-12151.762443,OG0004297,M2
11..3,0.2957,33.3004,0.0089,-12151.762443,OG0004297,M2
10..12,0.2932,57.1194,0.0051,-12151.762443,OG0004297,M2
12..5,0.323,62.9271,0.0051,-12151.762443,OG0004297,M2
12..6,0.2597,29.2422,0.0089,-12151.762443,OG0004297,M2
9..7,0.5576,62.786,0.0089,-12151.762443,OG0004297,M2
8..4,0.3257,63.4498,0.0051,-12151.762443,OG0004297,M2
8..1,0.081,2.1433,0.0378,-11124.816422,OG0004304,M2
8..9,0.0494,0.9102,0.0542,-11124.816422,OG0004304,M2
9..10,0.0192,0.3533,0.0542,-11124.816422,OG0004304,M2
10..11,0.107,1.973,0.0542,-11124.816422,OG0004304,M2
11..2,0.0651,1.2001,0.0542,-11124.816422,OG0004304,M2
11..3,0.0657,1.7404,0.0378,-11124.816422,OG0004304,M2
10..4,0.1191,2.1959,0.0542,-11124.816422,OG0004304,M2
9..12,0.0769,1.4187,0.0542,-11124.816422,OG0004304,M2
12..5,0.0749,1.3801,0.0542,-11124.816422,OG0004304,M2
12..6,0.0565,1.4949,0.0378,-11124.816422,OG0004304,M2
8..7,0.1128,2.9869,0.0378,-11124.816422,OG0004304,M2
8..1,0.1436,43.3689,0.0033,-12885.215113,OG0004301,M2
8..9,0.1362,46.4941,0.0029,-12885.215113,OG0004301,M2
9..10,0.0803,27.4144,0.0029,-12885.215113,OG0004301,M2
10..11,0.171,58.3761,0.0029,-12885.215113,OG0004301,M2
11..2,0.1822,62.2165,0.0029,-12885.215113,OG0004301,M2
11..3,0.1907,57.6075,0.0033,-12885.215113,OG0004301,M2
10..4,0.1784,60.902,0.0029,-12885.215113,OG0004301,M2
9..12,0.1664,56.8035,0.0029,-12885.215113,OG0004301,M2
12..5,0.2089,71.3152,0.0029,-12885.215113,OG0004301,M2
12..6,0.2286,69.0519,0.0033,-12885.215113,OG0004301,M2
8..7,0.2358,71.2259,0.0033,-12885.215113,OG0004301,M2
8..1,0.3191,17.7984,0.0179,-8554.064374,OG0004310,M2
8..9,0.1609,30.0056,0.0054,-8554.064374,OG0004310,M2
9..10,0.1074,20.0217,0.0054,-8554.064374,OG0004310,M2
10..2,0.2459,45.8443,0.0054,-8554.064374,OG0004310,M2
10..3,0.3833,21.3781,0.0179,-8554.064374,OG0004310,M2
9..11,0.0379,7.0636,0.0054,-8554.064374,OG0004310,M2
11..4,0.2878,53.6638,0.0054,-8554.064374,OG0004310,M2
11..12,0.1311,24.4527,0.0054,-8554.064374,OG0004310,M2
12..5,0.2554,47.6288,0.0054,-8554.064374,OG0004310,M2
12..6,0.2918,16.2753,0.0179,-8554.064374,OG0004310,M2
8..7,0.2221,12.3855,0.0179,-8554.064374,OG0004310,M2
8..1,0.1759,3.9196,0.0449,-7865.727076,OG0004360,M2
8..9,0.0431,0.6503,0.0662,-7865.727076,OG0004360,M2
9..10,0.0435,0.6572,0.0662,-7865.727076,OG0004360,M2
10..11,0.1025,1.5475,0.0662,-7865.727076,OG0004360,M2
11..2,0.112,1.691,0.0662,-7865.727076,OG0004360,M2
11..3,0.1455,3.2431,0.0449,-7865.727076,OG0004360,M2
10..12,0.1206,1.8208,0.0662,-7865.727076,OG0004360,M2
12..5,0.1393,2.1041,0.0662,-7865.727076,OG0004360,M2
12..6,0.1089,2.4263,0.0449,-7865.727076,OG0004360,M2
9..4,0.203,3.0653,0.0662,-7865.727076,OG0004360,M2
8..7,0.1451,3.2344,0.0449,-7865.727076,OG0004360,M2
8..1,0.0455,2.917,0.0156,-3820.312549,OG0004290,M2
8..9,0.0386,0.7589,0.0509,-3820.312549,OG0004290,M2
9..10,0.0223,0.4382,0.0509,-3820.312549,OG0004290,M2
10..11,0.0753,1.4789,0.0509,-3820.312549,OG0004290,M2
11..2,0.0185,0.3638,0.0509,-3820.312549,OG0004290,M2
11..3,0.0175,1.1198,0.0156,-3820.312549,OG0004290,M2
10..4,0.0522,1.0248,0.0509,-3820.312549,OG0004290,M2
9..12,0.0782,1.5354,0.0509,-3820.312549,OG0004290,M2
12..5,0.0511,1.0035,0.0509,-3820.312549,OG0004290,M2
12..6,0.0469,3.0063,0.0156,-3820.312549,OG0004290,M2
8..7,0.0766,4.9164,0.0156,-3820.312549,OG0004290,M2
8..1,0.2448,63.7802,0.0038,-37617.632927,OG0004349,M2
8..9,0.091,22.0675,0.0041,-37617.632927,OG0004349,M2
9..10,0.0777,18.8548,0.0041,-37617.632927,OG0004349,M2
10..11,0.2403,58.3067,0.0041,-37617.632927,OG0004349,M2
11..2,0.1769,42.9115,0.0041,-37617.632927,OG0004349,M2
11..3,0.2915,75.9435,0.0038,-37617.632927,OG0004349,M2
10..12,0.2046,49.645,0.0041,-37617.632927,OG0004349,M2
12..5,0.075,18.1856,0.0041,-37617.632927,OG0004349,M2
12..6,0.1138,29.6516,0.0038,-37617.632927,OG0004349,M2
9..4,0.1972,47.8326,0.0041,-37617.632927,OG0004349,M2
8..7,0.1869,48.689,0.0038,-37617.632927,OG0004349,M2
8..1,0.1924,55.3785,0.0035,-11536.625255,OG0004303,M2
8..9,0.0411,19.4431,0.0021,-11536.625255,OG0004303,M2
9..10,0.044,20.8351,0.0021,-11536.625255,OG0004303,M2
10..11,0.0805,38.1258,0.0021,-11536.625255,OG0004303,M2
11..2,0.0674,31.9191,0.0021,-11536.625255,OG0004303,M2
11..3,0.18,51.8011,0.0035,-11536.625255,OG0004303,M2
10..12,0.1343,63.6155,0.0021,-11536.625255,OG0004303,M2
12..5,0.1527,72.3134,0.0021,-11536.625255,OG0004303,M2
12..6,0.1587,45.6603,0.0035,-11536.625255,OG0004303,M2
9..4,0.1061,50.2425,0.0021,-11536.625255,OG0004303,M2
8..7,0.1225,35.2554,0.0035,-11536.625255,OG0004303,M2
8..1,0.3355,28.8969,0.0116,-10390.475953,OG0004348,M2
8..9,0.0805,14.6693,0.0055,-10390.475953,OG0004348,M2
9..10,0.055,10.0276,0.0055,-10390.475953,OG0004348,M2
10..11,0.1162,21.1723,0.0055,-10390.475953,OG0004348,M2
11..2,0.2405,43.8169,0.0055,-10390.475953,OG0004348,M2
11..3,0.135,11.6321,0.0116,-10390.475953,OG0004348,M2
10..12,0.1945,35.437,0.0055,-10390.475953,OG0004348,M2
12..5,0.1646,29.9866,0.0055,-10390.475953,OG0004348,M2
12..6,0.1234,10.6282,0.0116,-10390.475953,OG0004348,M2
9..4,0.2733,49.8045,0.0055,-10390.475953,OG0004348,M2
8..7,0.209,18.0053,0.0116,-10390.475953,OG0004348,M2
8..1,0.1331,3.9461,0.0337,-8909.662036,OG0004338,M2
8..9,0.0918,1.1866,0.0773,-8909.662036,OG0004338,M2
9..10,0.0517,0.6683,0.0773,-8909.662036,OG0004338,M2
10..11,0.0515,0.6658,0.0773,-8909.662036,OG0004338,M2
11..2,0.0893,1.1551,0.0773,-8909.662036,OG0004338,M2
11..3,0.1395,4.1354,0.0337,-8909.662036,OG0004338,M2
10..12,0.1242,1.6056,0.0773,-8909.662036,OG0004338,M2
12..5,0.1276,1.6493,0.0773,-8909.662036,OG0004338,M2
12..6,0.0875,2.5939,0.0337,-8909.662036,OG0004338,M2
9..4,0.2532,3.2742,0.0773,-8909.662036,OG0004338,M2
8..7,0.1457,4.3193,0.0337,-8909.662036,OG0004338,M2
8..1,0.2488,2.6409,0.0942,-6095.909578,OG0004291,M2
8..9,0.0571,0.3365,0.1698,-6095.909578,OG0004291,M2
9..10,0.0759,0.4473,0.1698,-6095.909578,OG0004291,M2
10..11,0.1113,0.6559,0.1698,-6095.909578,OG0004291,M2
11..2,0.1257,0.7407,0.1698,-6095.909578,OG0004291,M2
11..3,0.1253,1.3297,0.0942,-6095.909578,OG0004291,M2
10..12,0.0889,0.5237,0.1698,-6095.909578,OG0004291,M2
12..5,0.1654,0.9741,0.1698,-6095.909578,OG0004291,M2
12..6,0.1423,1.5105,0.0942,-6095.909578,OG0004291,M2
9..4,0.164,0.9663,0.1698,-6095.909578,OG0004291,M2
8..7,0.1844,1.9575,0.0942,-6095.909578,OG0004291,M2
8..1,0.1671,4.5384,0.0368,-14575.376966,OG0004353,M2
8..9,0.0697,1.2851,0.0542,-14575.376966,OG0004353,M2
9..10,0.0562,1.0364,0.0542,-14575.376966,OG0004353,M2
10..11,0.0864,1.5933,0.0542,-14575.376966,OG0004353,M2
11..2,0.102,1.8822,0.0542,-14575.376966,OG0004353,M2
11..3,0.1399,3.7981,0.0368,-14575.376966,OG0004353,M2
10..12,0.1391,2.5653,0.0542,-14575.376966,OG0004353,M2
12..5,0.1357,2.5029,0.0542,-14575.376966,OG0004353,M2
12..6,0.1202,3.264,0.0368,-14575.376966,OG0004353,M2
9..4,0.1441,2.6581,0.0542,-14575.376966,OG0004353,M2
8..7,0.1263,3.4304,0.0368,-14575.376966,OG0004353,M2
8..1,0.2694,64.6483,0.0042,-7603.26766,OG0004343,M2
8..9,0.083,3.1044,0.0267,-7603.26766,OG0004343,M2
9..10,0.0332,1.2412,0.0267,-7603.26766,OG0004343,M2
10..11,0.0862,3.2265,0.0267,-7603.26766,OG0004343,M2
11..2,0.1021,3.8212,0.0267,-7603.26766,OG0004343,M2
11..3,0.1436,34.465,0.0042,-7603.26766,OG0004343,M2
10..4,0.4076,15.2492,0.0267,-7603.26766,OG0004343,M2
9..12,0.1301,4.8664,0.0267,-7603.26766,OG0004343,M2
12..5,0.1539,5.7559,0.0267,-7603.26766,OG0004343,M2
12..6,0.1697,40.7092,0.0042,-7603.26766,OG0004343,M2
8..7,0.1549,37.1587,0.0042,-7603.26766,OG0004343,M2
8..1,0.1362,76.8327,0.0018,-10635.943357,OG0004346,M2
8..9,0.0441,9.3164,0.0047,-10635.943357,OG0004346,M2
9..10,0.036,7.6068,0.0047,-10635.943357,OG0004346,M2
10..11,0.0392,8.278,0.0047,-10635.943357,OG0004346,M2
11..2,0.0727,15.3815,0.0047,-10635.943357,OG0004346,M2
11..3,0.1004,56.6322,0.0018,-10635.943357,OG0004346,M2
10..12,0.1544,32.6464,0.0047,-10635.943357,OG0004346,M2
12..5,0.0925,19.5608,0.0047,-10635.943357,OG0004346,M2
12..6,0.0858,48.4014,0.0018,-10635.943357,OG0004346,M2
9..4,0.1306,27.6125,0.0047,-10635.943357,OG0004346,M2
8..7,0.0867,48.9316,0.0018,-10635.943357,OG0004346,M2
8..1,0.0905,80.4986,0.0011,-17717.252083,OG0004337,M2
8..9,0.0764,37.2489,0.0021,-17717.252083,OG0004337,M2
9..10,0.033,16.1016,0.0021,-17717.252083,OG0004337,M2
10..2,0.069,33.6372,0.0021,-17717.252083,OG0004337,M2
10..11,0.0211,10.3069,0.0021,-17717.252083,OG0004337,M2
11..3,0.1025,91.1298,0.0011,-17717.252083,OG0004337,M2
11..12,0.0887,43.254,0.0021,-17717.252083,OG0004337,M2
12..5,0.0479,23.3431,0.0021,-17717.252083,OG0004337,M2
12..6,0.0467,41.5476,0.0011,-17717.252083,OG0004337,M2
9..4,0.0733,35.7354,0.0021,-17717.252083,OG0004337,M2
8..7,0.0837,74.4394,0.0011,-17717.252083,OG0004337,M2
8..1,0.219,74.3643,0.0029,-4585.663312,OG0004347,M2
8..9,0.0557,6.9656,0.008,-4585.663312,OG0004347,M2
9..10,0.0701,8.7732,0.008,-4585.663312,OG0004347,M2
10..11,0.0959,12.0022,0.008,-4585.663312,OG0004347,M2
11..2,0.0697,8.7225,0.008,-4585.663312,OG0004347,M2
11..3,0.0893,30.3229,0.0029,-4585.663312,OG0004347,M2
10..4,0.0897,11.217,0.008,-4585.663312,OG0004347,M2
9..12,0.0706,8.8319,0.008,-4585.663312,OG0004347,M2
12..5,0.086,10.7544,0.008,-4585.663312,OG0004347,M2
12..6,0.1239,42.0739,0.0029,-4585.663312,OG0004347,M2
8..7,0.129,43.8241,0.0029,-4585.663312,OG0004347,M2
8..1,0.2194,24.9505,0.0088,-13207.383136,OG0004329,M2
8..9,0.0671,21.3983,0.0031,-13207.383136,OG0004329,M2
9..10,0.0788,25.1295,0.0031,-13207.383136,OG0004329,M2
10..11,0.1493,47.6173,0.0031,-13207.383136,OG0004329,M2
11..2,0.1262,40.2509,0.0031,-13207.383136,OG0004329,M2
11..3,0.1312,14.9233,0.0088,-13207.383136,OG0004329,M2
10..12,0.1868,59.5703,0.0031,-13207.383136,OG0004329,M2
12..5,0.1028,32.782,0.0031,-13207.383136,OG0004329,M2
12..6,0.091,10.3511,0.0088,-13207.383136,OG0004329,M2
9..4,0.256,81.6373,0.0031,-13207.383136,OG0004329,M2
8..7,0.1815,20.6403,0.0088,-13207.383136,OG0004329,M2
8..1,0.0996,1.442,0.0691,-7181.836473,OG0004302,M2
8..9,0.039,0.705,0.0554,-7181.836473,OG0004302,M2
9..10,0.0116,0.2093,0.0554,-7181.836473,OG0004302,M2
10..11,0.0088,0.1598,0.0554,-7181.836473,OG0004302,M2
11..2,0.0618,1.1156,0.0554,-7181.836473,OG0004302,M2
11..12,0.0667,1.204,0.0554,-7181.836473,OG0004302,M2
12..5,0.0741,1.3388,0.0554,-7181.836473,OG0004302,M2
12..6,0.0628,0.9091,0.0691,-7181.836473,OG0004302,M2
10..4,0.0792,1.4298,0.0554,-7181.836473,OG0004302,M2
9..3,0.0854,1.2363,0.0691,-7181.836473,OG0004302,M2
8..7,0.0707,1.0233,0.0691,-7181.836473,OG0004302,M2
8..1,0.0448,1.6439,0.0272,-2789.06588,OG0004357,M2
8..9,0.0208,0.2607,0.0799,-2789.06588,OG0004357,M2
9..10,0.0098,0.1231,0.0799,-2789.06588,OG0004357,M2
10..11,0.0758,0.9487,0.0799,-2789.06588,OG0004357,M2
11..2,0.0403,0.5052,0.0799,-2789.06588,OG0004357,M2
11..3,0.0752,2.7633,0.0272,-2789.06588,OG0004357,M2
10..7,0.0719,2.6394,0.0272,-2789.06588,OG0004357,M2
9..12,0.0711,0.8904,0.0799,-2789.06588,OG0004357,M2
12..5,0.0621,0.7774,0.0799,-2789.06588,OG0004357,M2
12..6,0.0679,2.4949,0.0272,-2789.06588,OG0004357,M2
8..4,0.0284,0.3555,0.0799,-2789.06588,OG0004357,M2
8..1,0.0898,46.697,0.0019,-4334.909512,OG0004330,M2
8..9,0.0805,31.0537,0.0026,-4334.909512,OG0004330,M2
9..10,0.0421,16.2609,0.0026,-4334.909512,OG0004330,M2
10..11,0.0532,20.5387,0.0026,-4334.909512,OG0004330,M2
11..2,0.0791,30.5312,0.0026,-4334.909512,OG0004330,M2
11..3,0.1355,70.4949,0.0019,-4334.909512,OG0004330,M2
10..12,0.1002,38.6819,0.0026,-4334.909512,OG0004330,M2
12..5,0.0895,34.543,0.0026,-4334.909512,OG0004330,M2
12..6,0.0525,27.2862,0.0019,-4334.909512,OG0004330,M2
9..4,0.1317,50.8468,0.0026,-4334.909512,OG0004330,M2
8..7,0.1004,52.2365,0.0019,-4334.909512,OG0004330,M2
8..1,0.1166,2.0071,0.0581,-11428.065169,OG0004321,M2
8..9,0.0547,0.7509,0.0729,-11428.065169,OG0004321,M2
9..10,0.0556,0.7626,0.0729,-11428.065169,OG0004321,M2
10..11,0.0798,1.0946,0.0729,-11428.065169,OG0004321,M2
11..2,0.0631,0.8662,0.0729,-11428.065169,OG0004321,M2
11..3,0.0707,1.217,0.0581,-11428.065169,OG0004321,M2
10..12,0.0844,1.1585,0.0729,-11428.065169,OG0004321,M2
12..5,0.0786,1.0791,0.0729,-11428.065169,OG0004321,M2
12..6,0.0631,1.0871,0.0581,-11428.065169,OG0004321,M2
9..4,0.1118,1.5344,0.0729,-11428.065169,OG0004321,M2
8..7,0.1019,1.7545,0.0581,-11428.065169,OG0004321,M2
8..1,0.1328,2.108,0.063,-9102.749834,OG0004341,M2
8..9,0.0888,0.8041,0.1105,-9102.749834,OG0004341,M2
9..10,0.0249,0.2252,0.1105,-9102.749834,OG0004341,M2
10..11,0.1029,0.9311,0.1105,-9102.749834,OG0004341,M2
11..2,0.093,0.8421,0.1105,-9102.749834,OG0004341,M2
11..3,0.1644,2.6087,0.063,-9102.749834,OG0004341,M2
10..12,0.1306,1.1824,0.1105,-9102.749834,OG0004341,M2
12..5,0.215,1.9465,0.1105,-9102.749834,OG0004341,M2
12..6,0.1191,1.8895,0.063,-9102.749834,OG0004341,M2
9..4,0.1634,1.4791,0.1105,-9102.749834,OG0004341,M2
8..7,0.1509,2.3943,0.063,-9102.749834,OG0004341,M2
8..1,0.1035,53.5255,0.0019,-7896.460264,OG0004359,M2
8..9,0.034,17.2344,0.002,-7896.460264,OG0004359,M2
9..10,0.037,18.7832,0.002,-7896.460264,OG0004359,M2
10..11,0.1197,60.7789,0.002,-7896.460264,OG0004359,M2
11..2,0.0902,45.7858,0.002,-7896.460264,OG0004359,M2
11..3,0.103,53.2839,0.0019,-7896.460264,OG0004359,M2
10..12,0.1097,55.6783,0.002,-7896.460264,OG0004359,M2
12..5,0.0779,39.5449,0.002,-7896.460264,OG0004359,M2
12..6,0.0799,41.329,0.0019,-7896.460264,OG0004359,M2
9..4,0.1001,50.8244,0.002,-7896.460264,OG0004359,M2
8..7,0.1686,87.1936,0.0019,-7896.460264,OG0004359,M2
8..1,0.2565,45.0445,0.0057,-5453.96318,OG0004385,M2
8..9,0.0345,14.7787,0.0023,-5453.96318,OG0004385,M2
9..10,0.0537,23.0052,0.0023,-5453.96318,OG0004385,M2
10..11,0.0913,39.1184,0.0023,-5453.96318,OG0004385,M2
11..2,0.1156,49.5611,0.0023,-5453.96318,OG0004385,M2
11..3,0.1807,31.7448,0.0057,-5453.96318,OG0004385,M2
10..4,0.1625,69.6618,0.0023,-5453.96318,OG0004385,M2
9..7,0.2467,43.3195,0.0057,-5453.96318,OG0004385,M2
8..12,0.1347,57.7266,0.0023,-5453.96318,OG0004385,M2
12..5,0.1424,61.0402,0.0023,-5453.96318,OG0004385,M2
12..6,0.1344,23.6011,0.0057,-5453.96318,OG0004385,M2
8..1,0.1085,62.6197,0.0017,-13754.608946,OG0004361,M2
8..9,0.1228,74.9917,0.0016,-13754.608946,OG0004361,M2
9..10,0.0556,33.9552,0.0016,-13754.608946,OG0004361,M2
10..11,0.099,60.475,0.0016,-13754.608946,OG0004361,M2
11..2,0.0558,34.1018,0.0016,-13754.608946,OG0004361,M2
11..3,0.0837,48.293,0.0017,-13754.608946,OG0004361,M2
10..12,0.111,67.7692,0.0016,-13754.608946,OG0004361,M2
12..5,0.0847,51.757,0.0016,-13754.608946,OG0004361,M2
12..6,0.0592,34.1809,0.0017,-13754.608946,OG0004361,M2
9..4,0.1295,79.0949,0.0016,-13754.608946,OG0004361,M2
8..7,0.1407,81.2111,0.0017,-13754.608946,OG0004361,M2
8..1,0.4137,3.6788,0.1124,-4451.372473,OG0004381,M2
8..9,0.0653,0.1804,0.362,-4451.372473,OG0004381,M2
9..10,0.0479,0.1325,0.362,-4451.372473,OG0004381,M2
10..11,0.0386,0.1067,0.362,-4451.372473,OG0004381,M2
11..2,0.3803,1.0507,0.362,-4451.372473,OG0004381,M2
11..3,0.4061,3.6113,0.1124,-4451.372473,OG0004381,M2
10..12,0.3069,0.8479,0.362,-4451.372473,OG0004381,M2
12..5,0.1716,0.4741,0.362,-4451.372473,OG0004381,M2
12..6,0.2629,2.338,0.1124,-4451.372473,OG0004381,M2
9..4,0.2146,0.5929,0.362,-4451.372473,OG0004381,M2
8..7,0.3335,2.9662,0.1124,-4451.372473,OG0004381,M2
8..1,0.1059,1.7809,0.0595,-5833.099105,OG0004383,M2
8..9,0.0243,0.5459,0.0446,-5833.099105,OG0004383,M2
9..10,0.0207,0.4631,0.0446,-5833.099105,OG0004383,M2
10..11,0.0865,1.939,0.0446,-5833.099105,OG0004383,M2
11..2,0.0871,1.9522,0.0446,-5833.099105,OG0004383,M2
11..3,0.0803,1.3508,0.0595,-5833.099105,OG0004383,M2
10..7,0.1655,2.7818,0.0595,-5833.099105,OG0004383,M2
9..4,0.1104,2.4749,0.0446,-5833.099105,OG0004383,M2
8..12,0.0661,1.4825,0.0446,-5833.099105,OG0004383,M2
12..5,0.1039,2.3299,0.0446,-5833.099105,OG0004383,M2
12..6,0.118,1.9842,0.0595,-5833.099105,OG0004383,M2
8..1,0.0823,84.5093,0.001,-4921.029648,OG0004380,M2
8..9,0.0516,53.751,0.001,-4921.029648,OG0004380,M2
9..10,0.0265,27.5926,0.001,-4921.029648,OG0004380,M2
10..11,0.0736,76.6242,0.001,-4921.029648,OG0004380,M2
11..2,0.0347,36.124,0.001,-4921.029648,OG0004380,M2
11..3,0.0313,32.1968,0.001,-4921.029648,OG0004380,M2
10..12,0.0817,85.036,0.001,-4921.029648,OG0004380,M2
12..5,0.094,97.8604,0.001,-4921.029648,OG0004380,M2
12..6,0.0673,69.0939,0.001,-4921.029648,OG0004380,M2
9..4,0.0569,59.194,0.001,-4921.029648,OG0004380,M2
8..7,0.0703,72.2122,0.001,-4921.029648,OG0004380,M2
8..1,0.305,4.7417,0.0643,-5407.656173,OG0004389,M2
8..9,0.1168,1.3085,0.0892,-5407.656173,OG0004389,M2
9..10,0.0975,1.0929,0.0892,-5407.656173,OG0004389,M2
10..11,0.0669,0.7499,0.0892,-5407.656173,OG0004389,M2
11..2,0.1375,1.5405,0.0892,-5407.656173,OG0004389,M2
11..3,0.0789,1.2265,0.0643,-5407.656173,OG0004389,M2
10..12,0.1016,1.1389,0.0892,-5407.656173,OG0004389,M2
12..5,0.2434,2.7275,0.0892,-5407.656173,OG0004389,M2
12..6,0.2989,4.6469,0.0643,-5407.656173,OG0004389,M2
9..4,0.0787,0.8823,0.0892,-5407.656173,OG0004389,M2
8..7,0.1912,2.972,0.0643,-5407.656173,OG0004389,M2
8..1,0.1437,2.7895,0.0515,-5926.601275,OG0004372,M2
8..9,0.0497,0.7153,0.0695,-5926.601275,OG0004372,M2
9..10,0.0219,0.3152,0.0695,-5926.601275,OG0004372,M2
10..11,0.1077,1.5508,0.0695,-5926.601275,OG0004372,M2
11..2,0.0389,0.5603,0.0695,-5926.601275,OG0004372,M2
11..3,0.0786,1.5256,0.0515,-5926.601275,OG0004372,M2
10..12,0.1356,1.9515,0.0695,-5926.601275,OG0004372,M2
12..5,0.0593,0.8532,0.0695,-5926.601275,OG0004372,M2
12..6,0.1,1.941,0.0515,-5926.601275,OG0004372,M2
9..4,0.0857,1.2343,0.0695,-5926.601275,OG0004372,M2
8..7,0.1108,2.15,0.0515,-5926.601275,OG0004372,M2
8..1,0.3857,12.1041,0.0319,-4806.480724,OG0004384,M2
8..9,0.0585,4.597,0.0127,-4806.480724,OG0004384,M2
9..10,0.0167,1.3106,0.0127,-4806.480724,OG0004384,M2
10..11,0.0771,6.0545,0.0127,-4806.480724,OG0004384,M2
11..2,0.1414,11.1079,0.0127,-4806.480724,OG0004384,M2
11..3,0.287,9.0087,0.0319,-4806.480724,OG0004384,M2
10..7,0.3667,11.5089,0.0319,-4806.480724,OG0004384,M2
9..12,0.0808,6.3456,0.0127,-4806.480724,OG0004384,M2
12..4,0.2142,16.8264,0.0127,-4806.480724,OG0004384,M2
12..5,0.234,18.3763,0.0127,-4806.480724,OG0004384,M2
8..6,0.3283,10.3037,0.0319,-4806.480724,OG0004384,M2
8..1,0.2717,63.78,0.0043,-13603.144377,OG0004392,M2
8..9,0.092,19.1011,0.0048,-13603.144377,OG0004392,M2
9..10,0.0691,14.3595,0.0048,-13603.144377,OG0004392,M2
10..11,0.1343,27.887,0.0048,-13603.144377,OG0004392,M2
11..2,0.3019,62.6889,0.0048,-13603.144377,OG0004392,M2
11..3,0.2684,63.0096,0.0043,-13603.144377,OG0004392,M2
10..12,0.1669,34.6522,0.0048,-13603.144377,OG0004392,M2
12..5,0.1994,41.3994,0.0048,-13603.144377,OG0004392,M2
12..6,0.2607,61.2053,0.0043,-13603.144377,OG0004392,M2
9..4,0.3067,63.6795,0.0048,-13603.144377,OG0004392,M2
8..7,0.2603,61.1002,0.0043,-13603.144377,OG0004392,M2
8..1,0.1472,58.64,0.0025,-16822.653981,OG0004414,M2
8..9,0.1166,19.6496,0.0059,-16822.653981,OG0004414,M2
