Pn,Ps,Dn,Ds,Gene,NI
327,458,169,209,OG0003694_codon_alignment,0.8829616805767293
128,147,64,89,OG0003668_codon_alignment,1.2108843537414966
262,336,95,127,OG0003693_codon_alignment,1.0424185463659148
71,129,56,75,OG0003669_codon_alignment,0.737126245847176
107,414,47,198,OG0003692_codon_alignment,1.0888066604995374
35,356,17,149,OG0003673_codon_alignment,0.8616986120290813
259,517,141,262,OG0003691_codon_alignment,0.9308750703046765
47,400,21,177,OG0003674_codon_alignment,0.9903571428571428
32,127,25,58,OG0003690_codon_alignment,0.5845669291338583
175,546,93,209,OG0003675_codon_alignment,0.7202922525503171
99,374,67,195,OG0003689_codon_alignment,0.7704126426690079
182,195,89,59,OG0003676_codon_alignment,0.6187265917602996
69,171,40,75,OG0003686_codon_alignment,0.756578947368421
170,637,60,227,OG0003677_codon_alignment,1.0096807953950813
64,194,31,94,OG0003685_codon_alignment,1.0003325573661457
267,345,95,120,OG0003678_codon_alignment,0.9775743707093821
58,329,46,176,OG0003684_codon_alignment,0.6745077309369631
64,184,36,63,OG0003679_codon_alignment,0.6086956521739131
138,539,90,243,OG0003683_codon_alignment,0.6912801484230057
110,481,62,184,OG0003680_codon_alignment,0.6786935819193884
70,449,43,172,OG0003682_codon_alignment,0.623608017817372
46,153,28,67,OG0003681_codon_alignment,0.719421101774043
155,307,91,141,OG0003978_codon_alignment,0.7822958800157497
30,221,9,100,OG0004466_codon_alignment,1.5082956259426847
73,134,61,60,OG0003977_codon_alignment,0.5358453633471985
218,703,108,266,OG0004467_codon_alignment,0.7637637637637639
69,397,45,185,OG0003976_codon_alignment,0.7145256087321579
345,656,167,265,OG0004468_codon_alignment,0.8345351978968891
48,142,31,54,OG0003975_codon_alignment,0.5888232621535665
470,1091,203,490,OG0004469_codon_alignment,1.0398558740794588
66,297,59,130,OG0004426_codon_alignment,0.4896421845574388
371,511,263,242,OG0004470_codon_alignment,0.6680556278972863
52,169,21,89,OG0004425_codon_alignment,1.304029304029304
299,564,181,257,OG0004471_codon_alignment,0.7527428392304376
64,664,53,291,OG0004424_codon_alignment,0.5292111843600819
42,392,20,157,OG0004472_codon_alignment,0.8410714285714286
40,203,40,90,OG0004423_codon_alignment,0.44334975369458135
126,250,66,128,OG0004473_codon_alignment,0.9774545454545455
286,387,117,164,OG0004489_codon_alignment,1.0358886017800748
99,165,48,66,OG0004475_codon_alignment,0.825
20,94,14,39,OG0004488_codon_alignment,0.5927051671732523
284,360,150,143,OG0004476_codon_alignment,0.752074074074074
35,393,30,161,OG0004487_codon_alignment,0.4779474130619169
123,576,59,224,OG0004477_codon_alignment,0.8107344632768361
517,390,223,148,OG0004486_codon_alignment,0.8797976313671381
150,266,89,120,OG0004478_codon_alignment,0.7603277857565262
235,170,134,67,OG0004484_codon_alignment,0.6911764705882353
643,1317,358,547,OG0004479_codon_alignment,0.7459839740734614
288,363,101,121,OG0004483_codon_alignment,0.9504950495049506
325,354,115,98,OG0004480_codon_alignment,0.7823630557602554
54,138,28,55,OG0004482_codon_alignment,0.768633540372671
437,654,188,247,OG0004481_codon_alignment,0.8778954388704536
75,161,55,67,OG0004145_codon_alignment,0.567476002258611
327,472,156,204,OG0004182_codon_alignment,0.9059647979139506
86,380,52,179,OG0004143_codon_alignment,0.7790485829959514
15,167,9,76,OG0004183_codon_alignment,0.7584830339321358
289,496,180,223,OG0004142_codon_alignment,0.7218525985663082
54,342,27,143,OG0004184_codon_alignment,0.8362573099415205
65,248,25,114,OG0004141_codon_alignment,1.1951612903225806
60,287,33,114,OG0004185_codon_alignment,0.722204624643649
142,305,62,119,OG0004140_codon_alignment,0.8936012691697514
105,468,64,223,OG0004186_codon_alignment,0.7817508012820513
340,604,156,228,OG0004139_codon_alignment,0.8227203260315843
11,188,5,92,OG0004188_codon_alignment,1.0765957446808512
32,187,23,80,OG0004138_codon_alignment,0.5952104161822832
471,961,284,353,OG0004190_codon_alignment,0.6091915698143073
137,147,66,66,OG0004137_codon_alignment,0.9319727891156463
96,272,50,105,OG0004191_codon_alignment,0.7411764705882354
4,151,1,78,OG0004209_codon_alignment,2.066225165562914
116,206,72,90,OG0004192_codon_alignment,0.703883495145631
130,178,50,66,OG0004208_codon_alignment,0.9640449438202248
148,348,93,114,OG0004193_codon_alignment,0.5213199851687059
54,390,28,188,OG0004207_codon_alignment,0.9296703296703298
265,338,126,133,OG0004194_codon_alignment,0.8275805391190008
939,897,499,340,OG0004202_codon_alignment,0.7132659968766966
61,41,19,15,OG0004195_codon_alignment,1.1745827984595636
34,83,23,46,OG0004201_codon_alignment,0.8192771084337349
279,500,103,210,OG0004196_codon_alignment,1.1376699029126216
216,531,104,201,OG0004200_codon_alignment,0.7861799217731422
51,219,23,102,OG0004197_codon_alignment,1.0327575938058366
86,952,80,411,OG0004199_codon_alignment,0.4641018907563025
203,675,135,274,OG0004198_codon_alignment,0.6103923182441701
314,480,138,207,OG0004465_codon_alignment,0.9812500000000001
148,272,70,89,OG0004433_codon_alignment,0.6918067226890755
86,220,60,98,OG0004464_codon_alignment,0.6384848484848485
110,188,55,98,OG0004434_codon_alignment,1.0425531914893618
216,677,139,309,OG0004463_codon_alignment,0.7092653794246729
261,235,102,103,OG0004436_codon_alignment,1.1215269086357946
66,143,16,58,OG0004461_codon_alignment,1.6730769230769231
53,172,48,79,OG0004437_codon_alignment,0.5071463178294573
53,188,22,78,OG0004393_codon_alignment,0.9995164410058027
354,401,179,152,OG0004438_codon_alignment,0.749634294152886
56,165,23,70,OG0004392_codon_alignment,1.0329380764163374
202,336,80,158,OG0004439_codon_alignment,1.1873511904761904
218,379,108,160,OG0004391_codon_alignment,0.8521450210104563
123,223,50,94,OG0004440_codon_alignment,1.03695067264574
715,689,335,290,OG0004389_codon_alignment,0.898338496198254
516,422,203,161,OG0004441_codon_alignment,0.9697663016832815
52,186,26,80,OG0004456_codon_alignment,0.8602150537634408
115,291,68,125,OG0004442_codon_alignment,0.7264503739640186
246,483,133,207,OG0004455_codon_alignment,0.7926960257787325
140,496,81,216,OG0004443_codon_alignment,0.7526881720430109
100,155,54,72,OG0004454_codon_alignment,0.8602150537634409
99,478,47,176,OG0004444_codon_alignment,0.775571975429538
76,228,47,119,OG0004453_codon_alignment,0.8439716312056738
13,176,13,73,OG0004446_codon_alignment,0.4147727272727273
79,410,48,186,OG0004452_codon_alignment,0.7466463414634147
247,206,92,85,OG0004447_codon_alignment,1.1077986492190797
55,370,55,160,OG0004451_codon_alignment,0.43243243243243246
132,192,74,65,OG0004448_codon_alignment,0.6038851351351352
270,582,135,258,OG0004450_codon_alignment,0.8865979381443299
18,30,8,6,OG0004449_codon_alignment,0.45
340,357,133,142,OG0004975_codon_alignment,1.016827783745077
3,223,2,92,OG0004945_codon_alignment,0.6188340807174888
26,219,21,117,OG0004974_codon_alignment,0.6614481409001957
159,293,94,131,OG0004946_codon_alignment,0.7562631617166509
101,311,59,146,OG0004973_codon_alignment,0.8036405253692298
27,243,24,124,OG0004947_codon_alignment,0.5740740740740741
206,721,128,282,OG0004908_codon_alignment,0.6294642857142857
52,169,45,80,OG0004948_codon_alignment,0.5470085470085471
135,260,73,125,OG0004907_codon_alignment,0.8890937829293994
150,336,47,131,OG0004949_codon_alignment,1.2443009118541035
663,1381,382,566,OG0004906_codon_alignment,0.7113329365244853
134,495,76,220,OG0004950_codon_alignment,0.7836257309941521
39,140,26,53,OG0004905_codon_alignment,0.5678571428571428
109,288,59,152,OG0004951_codon_alignment,0.9750470809792844
95,642,61,263,OG0004968_codon_alignment,0.637990909555181
311,707,168,354,OG0004952_codon_alignment,0.9269044251363912
73,266,46,138,OG0004967_codon_alignment,0.8233082706766918
140,417,76,210,OG0004953_codon_alignment,0.9276789095039758
80,269,65,125,OG0004966_codon_alignment,0.5719187875321704
162,235,116,139,OG0004954_codon_alignment,0.8260454878943506
60,479,42,212,OG0004965_codon_alignment,0.6322696093050999
114,308,88,156,OG0004955_codon_alignment,0.6561393152302244
77,246,45,111,OG0004964_codon_alignment,0.7720867208672085
77,122,41,63,OG0004956_codon_alignment,0.9698120751699321
157,306,85,151,OG0004963_codon_alignment,0.9114571318723568
111,266,82,129,OG0004958_codon_alignment,0.6564735008252338
143,463,68,216,OG0004962_codon_alignment,0.9810697497141404
123,470,67,181,OG0004959_codon_alignment,0.7069863448713877
183,326,83,158,OG0004961_codon_alignment,1.068593391972799
517,559,322,278,OG0004960_codon_alignment,0.7984866498516651
90,71,34,31,OG0004843_codon_alignment,1.155758077879039
387,384,155,149,OG0004805_codon_alignment,0.9688004032258065
47,86,21,40,OG0004841_codon_alignment,1.0409745293466224
175,356,99,140,OG0004806_codon_alignment,0.6951537850414254
164,310,95,126,OG0004840_codon_alignment,0.7016638370118846
9,138,8,50,OG0004808_codon_alignment,0.4076086956521739
141,423,105,170,OG0004768_codon_alignment,0.5396825396825397
62,280,29,111,OG0004809_codon_alignment,0.8475369458128078
103,239,55,120,OG0004767_codon_alignment,0.9402814758463295
319,3307,204,1259,OG0004810_codon_alignment,0.5953221627326467
44,109,35,41,OG0004766_codon_alignment,0.47287024901703806
132,291,61,115,OG0004811_codon_alignment,0.8551630894034138
179,253,119,121,OG0004765_codon_alignment,0.7194008037997808
63,643,56,269,OG0004813_codon_alignment,0.47064541213063765
59,265,27,124,OG0004835_codon_alignment,1.022501747030049
309,521,154,200,OG0004814_codon_alignment,0.7702470274447242
109,298,47,103,OG0004834_codon_alignment,0.8015850349850064
193,326,84,146,OG0004815_codon_alignment,1.0289950335962608
343,798,184,347,OG0004833_codon_alignment,0.8105930587337911
227,407,114,146,OG0004817_codon_alignment,0.7142980300875038
790,835,412,351,OG0004831_codon_alignment,0.8060287192605082
662,583,286,242,OG0004818_codon_alignment,0.9608127721335268
92,154,45,63,OG0004830_codon_alignment,0.8363636363636363
43,260,29,113,OG0004820_codon_alignment,0.6444297082228116
179,240,79,97,OG0004827_codon_alignment,0.9157700421940929
167,298,84,150,OG0004821_codon_alignment,1.00071907957814
289,576,257,268,OG0004826_codon_alignment,0.5232111975789019
18,226,17,107,OG0004822_codon_alignment,0.5013014055179594
34,412,33,171,OG0004824_codon_alignment,0.4276257722859665
25,450,30,218,OG0004823_codon_alignment,0.4037037037037037
451,725,228,311,OG0004944_codon_alignment,0.8485238959467634
99,340,46,149,OG0004914_codon_alignment,0.9431585677749361
106,260,71,103,OG0004943_codon_alignment,0.5914409534127844
49,206,25,88,OG0004915_codon_alignment,0.8372815533980582
115,353,53,175,OG0004942_codon_alignment,1.0756854989577207
89,260,53,123,OG0004916_codon_alignment,0.7944121915820029
1283,889,613,414,OG0004876_codon_alignment,0.9746860761491274
119,292,89,138,OG0004917_codon_alignment,0.6319070340156996
151,311,35,106,OG0004875_codon_alignment,1.470463941203491
102,732,120,311,OG0004918_codon_alignment,0.36113387978142075
65,222,48,121,OG0004874_codon_alignment,0.7380818318318318
209,315,96,121,OG0004919_codon_alignment,0.836276455026455
218,326,118,142,OG0004873_codon_alignment,0.80472080690444
83,290,54,108,OG0004920_codon_alignment,0.5724137931034483
124,330,93,149,OG0004936_codon_alignment,0.602020202020202
119,142,55,55,OG0004921_codon_alignment,0.8380281690140845
244,451,147,167,OG0004935_codon_alignment,0.6146281128859525
4,102,5,50,OG0004922_codon_alignment,0.39215686274509803
419,485,229,240,OG0004934_codon_alignment,0.9054157475352271
182,285,83,146,OG0004923_codon_alignment,1.1233143098710632
182,452,94,185,OG0004933_codon_alignment,0.792459047260403
175,260,107,114,OG0004924_codon_alignment,0.7171099928109275
69,318,57,133,OG0004932_codon_alignment,0.5062893081761006
107,299,79,143,OG0004925_codon_alignment,0.6477710511832692
60,282,49,152,OG0004931_codon_alignment,0.6600086843247938
7,104,7,50,OG0004926_codon_alignment,0.4807692307692307
101,111,24,47,OG0004930_codon_alignment,1.7819069069069071
263,532,140,239,OG0004927_codon_alignment,0.8439446831364126
355,739,162,319,OG0004929_codon_alignment,0.9459312718221153
18,99,20,55,OG0004928_codon_alignment,0.5
114,364,74,152,OG0005249_codon_alignment,0.6433026433026433
39,351,34,149,OG0005216_codon_alignment,0.4869281045751634
24,493,16,205,OG0005247_codon_alignment,0.6237322515212982
128,552,90,251,OG0005217_codon_alignment,0.6466988727858293
148,137,89,42,OG0005246_codon_alignment,0.5098007053227261
101,189,37,91,OG0005218_codon_alignment,1.3143143143143143
204,310,106,146,OG0005178_codon_alignment,0.9063907486305539
209,820,207,310,OG0005219_codon_alignment,0.3817014257099093
130,358,72,147,OG0005177_codon_alignment,0.7413873370577282
28,193,11,82,OG0005220_codon_alignment,1.0814884597268015
402,933,264,363,OG0005176_codon_alignment,0.592443729903537
284,691,156,258,OG0005221_codon_alignment,0.6797283758209952
78,285,46,125,OG0005174_codon_alignment,0.7437070938215103
475,554,213,204,OG0005222_codon_alignment,0.8211725224996186
115,234,68,101,OG0005240_codon_alignment,0.7299522373051784
116,150,45,46,OG0005223_codon_alignment,0.7905185185185185
132,329,75,131,OG0005239_codon_alignment,0.700790273556231
159,118,57,43,OG0005224_codon_alignment,1.0165031222123104
151,183,76,75,OG0005238_codon_alignment,0.8142795513373597
107,241,62,94,OG0005225_codon_alignment,0.6731361263552402
53,180,21,83,OG0005237_codon_alignment,1.1637566137566138
4,150,8,77,OG0005226_codon_alignment,0.25666666666666665
220,406,88,184,OG0005236_codon_alignment,1.1330049261083743
30,302,24,124,OG0005227_codon_alignment,0.5132450331125827
131,239,84,120,OG0005235_codon_alignment,0.7830245068738794
251,472,130,216,OG0005229_codon_alignment,0.8835723598435463
188,396,112,175,OG0005234_codon_alignment,0.7417929292929293
87,195,43,88,OG0005230_codon_alignment,0.9130590339892666
40,321,31,160,OG0005233_codon_alignment,0.643151442066124
127,90,39,27,OG0005231_codon_alignment,0.976923076923077
75,369,40,168,OG0004536_codon_alignment,0.8536585365853658
190,350,126,143,OG0004176_codon_alignment,0.6160997732426303
73,124,35,74,OG0004535_codon_alignment,1.2447004608294931
80,309,78,145,OG0004569_codon_alignment,0.4812878599286366
184,301,110,129,OG0004534_codon_alignment,0.7168831168831169
355,641,160,255,OG0004570_codon_alignment,0.8826540561622466
166,563,118,215,OG0004596_codon_alignment,0.5372249149531866
717,1039,341,422,OG0004571_codon_alignment,0.8540074908481256
374,460,187,186,OG0004595_codon_alignment,0.808695652173913
224,329,160,156,OG0004572_codon_alignment,0.6638297872340426
12,143,15,64,OG0004594_codon_alignment,0.35804195804195804
136,315,123,180,OG0004573_codon_alignment,0.6318234610917538
1651,1189,830,443,OG0004592_codon_alignment,0.7411239575627995
111,340,61,118,OG0004574_codon_alignment,0.6315332690453231
9,297,7,113,OG0004591_codon_alignment,0.4891774891774892
107,354,51,157,OG0004575_codon_alignment,0.9304863188213138
104,361,58,175,OG0004590_codon_alignment,0.8692329735409305
54,188,24,85,OG0004576_codon_alignment,1.0172872340425534
234,724,177,321,OG0004589_codon_alignment,0.586150388613166
136,229,93,91,OG0004577_codon_alignment,0.5811147109921586
239,365,128,139,OG0004588_codon_alignment,0.7110659246575342
57,146,47,69,OG0004578_codon_alignment,0.5731565141358205
47,320,54,154,OG0004587_codon_alignment,0.41886574074074073
231,323,101,144,OG0004579_codon_alignment,1.019648714097416
85,117,52,65,OG0004586_codon_alignment,0.908119658119658
101,106,45,46,OG0004580_codon_alignment,0.9740041928721174
53,332,31,159,OG0004585_codon_alignment,0.8187912942090944
343,390,179,183,OG0004582_codon_alignment,0.8991405242801891
89,361,45,153,OG0004584_codon_alignment,0.8382271468144045
332,275,198,126,OG0004583_codon_alignment,0.7682644628099173
73,342,31,150,OG0005860_codon_alignment,1.0328239954725522
51,471,26,163,OG0005830_codon_alignment,0.6788339049485547
248,443,132,172,OG0005859_codon_alignment,0.7294616594842328
225,513,121,198,OG0005831_codon_alignment,0.7177033492822965
502,832,240,337,OG0005858_codon_alignment,0.8472255608974358
193,214,129,99,OG0005832_codon_alignment,0.6921321451858292
88,235,54,90,OG0005784_codon_alignment,0.624113475177305
52,135,15,63,OG0005833_codon_alignment,1.617777777777778
89,832,78,345,OG0005783_codon_alignment,0.4731416420118343
338,1166,209,512,OG0005834_codon_alignment,0.7101364826380625
50,283,40,119,OG0005781_codon_alignment,0.5256183745583038
55,166,45,79,OG0005836_codon_alignment,0.5816599732262383
572,1004,345,416,OG0005780_codon_alignment,0.6869680697499856
134,395,67,135,OG0005837_codon_alignment,0.6835443037974683
235,389,126,155,OG0005853_codon_alignment,0.7431550169339373
152,396,61,183,OG0005838_codon_alignment,1.1515151515151516
235,781,113,310,OG0005852_codon_alignment,0.8254676894836437
69,236,42,100,OG0005839_codon_alignment,0.6961259079903148
40,259,34,134,OG0005851_codon_alignment,0.6086759027935498
43,186,26,95,OG0005840_codon_alignment,0.8447063688999172
55,185,38,75,OG0005850_codon_alignment,0.5867709815078236
41,144,16,50,OG0005841_codon_alignment,0.8897569444444444
213,146,54,56,OG0005849_codon_alignment,1.512937595129376
95,196,22,83,OG0005842_codon_alignment,1.8286178107606677
200,287,117,116,OG0005848_codon_alignment,0.6909080079811788
32,188,29,85,OG0005843_codon_alignment,0.4988994864269992
276,219,155,93,OG0005847_codon_alignment,0.7561643835616437
55,190,50,90,OG0005844_codon_alignment,0.5210526315789473
81,320,35,130,OG0005846_codon_alignment,0.9401785714285714
75,249,42,114,OG0005845_codon_alignment,0.8175559380378659
137,216,55,92,OG0005641_codon_alignment,1.060942760942761
16,338,18,141,OG0005603_codon_alignment,0.3708086785009862
263,745,123,314,OG0005640_codon_alignment,0.9012058711191138
211,479,121,238,OG0005604_codon_alignment,0.8664400697044462
34,209,8,86,OG0005639_codon_alignment,1.7488038277511961
83,201,69,91,OG0005605_codon_alignment,0.5445958612733435
272,989,188,392,OG0005560_codon_alignment,0.5734569627605791
65,248,61,117,OG0005606_codon_alignment,0.5027102062400846
51,554,24,269,OG0005559_codon_alignment,1.0318140794223827
154,626,71,258,OG0005607_codon_alignment,0.8939387121450749
209,264,153,126,OG0005557_codon_alignment,0.6519607843137255
84,283,42,107,OG0005608_codon_alignment,0.7561837455830389
17,306,12,139,OG0005556_codon_alignment,0.6435185185185185
59,212,23,104,OG0005609_codon_alignment,1.258408531583265
245,651,157,266,OG0005630_codon_alignment,0.6376275597561811
35,276,31,114,OG0005610_codon_alignment,0.46633941093969145
74,83,31,42,OG0005629_codon_alignment,1.2079284881461327
200,367,94,133,OG0005611_codon_alignment,0.7710591918372081
94,483,62,197,OG0005626_codon_alignment,0.6183797502170574
59,252,37,104,OG0005612_codon_alignment,0.6580866580866581
96,563,41,229,OG0005625_codon_alignment,0.9523892041762336
183,398,112,173,OG0005615_codon_alignment,0.7102252333094041
373,265,87,93,OG0005624_codon_alignment,1.504619388418998
82,83,45,38,OG0005616_codon_alignment,0.8342704149933066
140,416,36,174,OG0005623_codon_alignment,1.6266025641025643
69,363,23,141,OG0005617_codon_alignment,1.165289256198347
61,260,34,111,OG0005622_codon_alignment,0.765950226244344
130,287,69,124,OG0005619_codon_alignment,0.8140180780689795
166,260,99,121,OG0005621_codon_alignment,0.7803418803418802
92,263,43,121,OG0005620_codon_alignment,0.9843487487841542
164,291,76,131,OG0004432_codon_alignment,0.9714234038705011
338,453,152,172,OG0004399_codon_alignment,0.8443127686766586
80,162,47,78,OG0004429_codon_alignment,0.8195429472025216
257,272,134,103,OG0004400_codon_alignment,0.7262675592625109
125,889,82,347,OG0004428_codon_alignment,0.5950094652802546
18,125,15,59,OG0004401_codon_alignment,0.5664
95,338,42,191,OG0004427_codon_alignment,1.2781769512538743
116,353,76,149,OG0004402_codon_alignment,0.6442522737438497
373,478,178,177,OG0004357_codon_alignment,0.7759508250669925
253,582,136,207,OG0004403_codon_alignment,0.6616510006064281
436,988,265,488,OG0004356_codon_alignment,0.8126499121533878
186,347,83,151,OG0004404_codon_alignment,0.9751744731085725
17,185,10,88,OG0004355_codon_alignment,0.8086486486486487
28,49,22,25,OG0004405_codon_alignment,0.6493506493506493
28,403,17,169,OG0004354_codon_alignment,0.6907020872865276
116,193,77,95,OG0004406_codon_alignment,0.7415382544916225
85,256,56,114,OG0004422_codon_alignment,0.6759207589285715
49,79,33,37,OG0004407_codon_alignment,0.6954353663214422
1115,835,738,383,OG0004421_codon_alignment,0.6929961215779822
729,856,346,381,OG0004408_codon_alignment,0.93778361514775
251,475,121,202,OG0004420_codon_alignment,0.8821574597651153
143,304,72,146,OG0004409_codon_alignment,0.9538559941520468
90,732,117,287,OG0004418_codon_alignment,0.3015973097940311
3,143,1,76,OG0004411_codon_alignment,1.5944055944055946
75,414,51,176,OG0004417_codon_alignment,0.6251776072747939
284,389,179,213,OG0004412_codon_alignment,0.8687509873475894
55,286,21,157,OG0004416_codon_alignment,1.4377289377289377
129,267,76,117,OG0004413_codon_alignment,0.7437906564163217
721,582,323,201,OG0004415_codon_alignment,0.770913791452555
285,356,123,136,OG0004414_codon_alignment,0.8851740202795286
239,686,133,278,OG0005215_codon_alignment,0.7282272737236677
112,401,94,174,OG0005182_codon_alignment,0.5170053589430679
65,288,39,121,OG0005214_codon_alignment,0.7002314814814815
205,315,90,145,OG0005183_codon_alignment,1.0485008818342152
256,264,138,133,OG0005213_codon_alignment,0.9345630215195433
138,312,67,130,OG0005184_codon_alignment,0.8582089552238806
5,130,12,58,OG0005145_codon_alignment,0.1858974358974359
317,337,180,143,OG0005185_codon_alignment,0.7472964061984833
418,410,217,171,OG0005144_codon_alignment,0.8033944026076205
1032,1339,521,628,OG0005186_codon_alignment,0.9290113944717675
49,496,42,204,OG0005143_codon_alignment,0.4798387096774194
297,397,93,143,OG0005187_codon_alignment,1.15032095555375
391,735,165,290,OG0005142_codon_alignment,0.9349824778396206
101,211,49,82,OG0005188_codon_alignment,0.8010445884514944
93,441,64,226,OG0005207_codon_alignment,0.74468537414966
189,278,102,113,OG0005189_codon_alignment,0.7531739314430809
66,404,65,170,OG0005206_codon_alignment,0.4272658035034273
3,130,1,63,OG0005190_codon_alignment,1.453846153846154
28,80,23,44,OG0005205_codon_alignment,0.6695652173913044
92,294,44,138,OG0005191_codon_alignment,0.9814471243042673
200,379,89,157,OG0005204_codon_alignment,0.930894429456583
107,329,62,153,OG0005192_codon_alignment,0.802578684184724
90,147,60,67,OG0005203_codon_alignment,0.6836734693877551
94,491,55,213,OG0005194_codon_alignment,0.7414182558785409
240,1044,146,406,OG0005202_codon_alignment,0.639269406392694
26,150,15,84,OG0005195_codon_alignment,0.9706666666666667
195,363,139,163,OG0005201_codon_alignment,0.6299423271300315
42,170,21,86,OG0005196_codon_alignment,1.0117647058823531
68,279,44,130,OG0005198_codon_alignment,0.7201042684913652
362,796,226,341,OG0005197_codon_alignment,0.6861853515364433
108,329,55,143,OG0005148_codon_alignment,0.8534954407294832
437,734,243,315,OG0005117_codon_alignment,0.7717731355333535
48,343,36,151,OG0005147_codon_alignment,0.586977648202138
124,253,59,105,OG0005118_codon_alignment,0.8722449253031419
129,229,70,90,OG0005146_codon_alignment,0.7242669993761697
70,128,42,60,OG0005119_codon_alignment,0.78125
142,270,67,97,OG0005080_codon_alignment,0.7614151464897734
312,427,163,185,OG0005120_codon_alignment,0.8292984296202641
35,34,3,9,OG0005078_codon_alignment,3.0882352941176467
45,172,22,67,OG0005121_codon_alignment,0.7967758985200846
107,341,50,128,OG0005077_codon_alignment,0.8032844574780058
209,299,99,144,OG0005122_codon_alignment,1.0167224080267558
171,282,92,138,OG0005076_codon_alignment,0.9095744680851064
413,611,218,237,OG0005123_codon_alignment,0.7348533761768195
71,270,59,109,OG0005141_codon_alignment,0.4858129315756434
54,228,41,99,OG0005124_codon_alignment,0.5718870346598203
42,328,25,158,OG0005140_codon_alignment,0.8092682926829268
85,561,61,215,OG0005125_codon_alignment,0.5340288127173374
81,268,25,108,OG0005139_codon_alignment,1.3056716417910448
496,848,279,357,OG0005126_codon_alignment,0.7484276729559748
162,316,86,130,OG0005138_codon_alignment,0.7749484839564321
263,554,124,238,OG0005128_codon_alignment,0.9111738674740886
433,1040,204,425,OG0005137_codon_alignment,0.8673878205128206
78,59,25,17,OG0005129_codon_alignment,0.8989830508474576
67,162,53,77,OG0005136_codon_alignment,0.6008618681574657
65,606,39,204,OG0005130_codon_alignment,0.5610561056105611
387,530,181,192,OG0005135_codon_alignment,0.7745647868237255
64,356,36,144,OG0005131_codon_alignment,0.7191011235955056
67,174,59,78,OG0005134_codon_alignment,0.5090590298071304
545,360,273,137,OG0005133_codon_alignment,0.7597171347171348
177,315,119,127,OG0005894_codon_alignment,0.5996798719487795
21,358,10,139,OG0005861_codon_alignment,0.8153631284916202
76,429,40,187,OG0005893_codon_alignment,0.8282051282051283
84,410,60,166,OG0005862_codon_alignment,0.5668292682926829
221,331,121,136,OG0005892_codon_alignment,0.7504431849392026
162,202,77,97,OG0005863_codon_alignment,1.0102867429600104
52,203,29,87,OG0005824_codon_alignment,0.768472906403941
36,342,25,165,OG0005864_codon_alignment,0.6947368421052631
224,471,140,203,OG0005823_codon_alignment,0.6895966029723991
144,466,111,205,OG0005865_codon_alignment,0.5706994548196265
200,842,125,402,OG0005822_codon_alignment,0.763895486935867
29,114,18,63,OG0005866_codon_alignment,0.8903508771929826
159,528,109,226,OG0005821_codon_alignment,0.6243744787322769
312,802,158,248,OG0005867_codon_alignment,0.610625335395688
190,161,79,66,OG0005887_codon_alignment,0.9859265665539744
62,122,72,45,OG0005869_codon_alignment,0.3176229508196721
252,398,144,198,OG0005886_codon_alignment,0.8706030150753769
596,924,312,377,OG0005870_codon_alignment,0.7794011544011544
129,171,125,94,OG0005885_codon_alignment,0.5672982456140351
178,275,179,141,OG0005872_codon_alignment,0.509862874555612
188,249,68,116,OG0005884_codon_alignment,1.28797543113631
59,227,54,119,OG0005873_codon_alignment,0.5727688040463371
87,201,51,58,OG0005882_codon_alignment,0.4922446590576529
38,192,20,82,OG0005874_codon_alignment,0.8114583333333333
189,300,104,140,OG0005880_codon_alignment,0.8480769230769231
181,309,111,151,OG0005875_codon_alignment,0.7968453890783989
28,207,15,97,OG0005879_codon_alignment,0.8747181964573268
522,817,238,344,OG0005876_codon_alignment,0.9234851835471031
206,154,97,56,OG0005878_codon_alignment,0.7722586691658856
212,546,115,212,OG0005877_codon_alignment,0.7157827679566809
14,161,18,63,OG0004879_codon_alignment,0.30434782608695654
84,192,41,76,OG0004845_codon_alignment,0.8109756097560975
16,286,12,145,OG0004878_codon_alignment,0.675990675990676
63,230,29,84,OG0004846_codon_alignment,0.7934032983508246
7,156,8,67,OG0004877_codon_alignment,0.37580128205128205
507,511,234,190,OG0004848_codon_alignment,0.8056099151989563
101,280,69,125,OG0004800_codon_alignment,0.6534679089026915
97,254,72,99,OG0004849_codon_alignment,0.5250984251968503
36,244,42,125,OG0004799_codon_alignment,0.43911007025761123
106,402,69,163,OG0004850_codon_alignment,0.6228999927896749
804,514,358,207,OG0004798_codon_alignment,0.9044410147164316
6,91,5,37,OG0004851_codon_alignment,0.4879120879120879
124,482,93,235,OG0004797_codon_alignment,0.6500691562932226
89,351,45,149,OG0004852_codon_alignment,0.8395694840139285
85,459,44,192,OG0004872_codon_alignment,0.8080808080808081
132,297,81,125,OG0004853_codon_alignment,0.6858710562414265
56,316,38,120,OG0004871_codon_alignment,0.5596269153897402
5,107,4,37,OG0004854_codon_alignment,0.43224299065420557
109,299,67,136,OG0004869_codon_alignment,0.7399790345929216
229,289,115,108,OG0004855_codon_alignment,0.7441552580111328
130,297,51,125,OG0004868_codon_alignment,1.0728197002706807
64,174,48,84,OG0004856_codon_alignment,0.6436781609195402
81,454,45,189,OG0004867_codon_alignment,0.7493392070484581
199,789,118,289,OG0004859_codon_alignment,0.6177203497239586
69,412,53,147,OG0004866_codon_alignment,0.4645081516761312
140,357,108,147,OG0004860_codon_alignment,0.5337690631808278
