branch,dN,dS,omega,lnL,SOG,Model
12..6,0.2564,3.1585,0.0812,-7045.543065,OG0003996,M4
8..7,0.1752,66.1919,0.0026,-7045.543065,OG0003996,M4
8..1,0.2102,2.7331,0.0769,-9190.015551,OG0003943,M4
8..9,0.0779,0.0001,999.0,-9190.015551,OG0003943,M4
9..10,0.0524,0.0001,999.0,-9190.015551,OG0003943,M4
10..11,0.0724,0.0001,999.0,-9190.015551,OG0003943,M4
11..2,0.1039,2.2814,0.0455,-9190.015551,OG0003943,M4
11..3,0.1049,2.1956,0.0478,-9190.015551,OG0003943,M4
10..12,0.1552,0.0002,999.0,-9190.015551,OG0003943,M4
12..5,0.1818,2.4786,0.0733,-9190.015551,OG0003943,M4
12..6,0.115,2.6835,0.0429,-9190.015551,OG0003943,M4
9..4,0.1539,2.6846,0.0573,-9190.015551,OG0003943,M4
8..7,0.1965,3.4039,0.0577,-9190.015551,OG0003943,M4
8..1,0.0825,3.7853,0.0218,-2189.137861,OG0003959,M4
8..9,0.0428,0.0,999.0,-2189.137861,OG0003959,M4
9..10,0.0545,0.2146,0.2538,-2189.137861,OG0003959,M4
10..11,0.0566,0.0001,999.0,-2189.137861,OG0003959,M4
11..2,0.0707,0.9732,0.0727,-2189.137861,OG0003959,M4
11..3,0.0334,1.0035,0.0333,-2189.137861,OG0003959,M4
10..12,0.083,0.9593,0.0865,-2189.137861,OG0003959,M4
12..5,0.0746,1.1863,0.0628,-2189.137861,OG0003959,M4
12..6,0.0383,1.4452,0.0265,-2189.137861,OG0003959,M4
9..4,0.0834,1.6914,0.0493,-2189.137861,OG0003959,M4
8..7,0.0736,1.2409,0.0593,-2189.137861,OG0003959,M4
8..1,0.1328,1.8812,0.0706,-15366.006667,OG0003960,M4
8..9,0.0679,0.0115,5.8927,-15366.006667,OG0003960,M4
9..10,0.0589,0.0316,1.866,-15366.006667,OG0003960,M4
10..11,0.0826,0.0523,1.5783,-15366.006667,OG0003960,M4
11..2,0.0586,24.5937,0.0024,-15366.006667,OG0003960,M4
11..3,0.0641,1.6112,0.0398,-15366.006667,OG0003960,M4
10..12,0.0824,0.9426,0.0875,-15366.006667,OG0003960,M4
12..5,0.0697,1.2484,0.0558,-15366.006667,OG0003960,M4
12..6,0.0789,1.5553,0.0508,-15366.006667,OG0003960,M4
9..4,0.1424,2.5761,0.0553,-15366.006667,OG0003960,M4
8..7,0.134,1.5728,0.0852,-15366.006667,OG0003960,M4
8..1,0.2149,15.8114,0.0136,-7764.6886,OG0003972,M4
8..9,0.0197,0.0024,8.1157,-7764.6886,OG0003972,M4
9..10,0.0348,0.0055,6.3203,-7764.6886,OG0003972,M4
10..11,0.1151,0.0063,18.3679,-7764.6886,OG0003972,M4
11..2,0.1538,19.1693,0.008,-7764.6886,OG0003972,M4
11..3,0.2625,18.691,0.014,-7764.6886,OG0003972,M4
10..12,0.1496,0.0232,6.4382,-7764.6886,OG0003972,M4
12..5,0.1471,77.515,0.0019,-7764.6886,OG0003972,M4
12..6,0.1194,63.9139,0.0019,-7764.6886,OG0003972,M4
9..7,0.2032,58.1379,0.0035,-7764.6886,OG0003972,M4
8..4,0.1511,77.5006,0.0019,-7764.6886,OG0003972,M4
8..1,0.0738,1.6726,0.0441,-5865.047951,OG0003968,M4
8..9,0.0505,0.0006,86.2514,-5865.047951,OG0003968,M4
9..10,0.035,0.2784,0.1258,-5865.047951,OG0003968,M4
10..11,0.0533,0.1297,0.411,-5865.047951,OG0003968,M4
11..2,0.0325,0.7298,0.0446,-5865.047951,OG0003968,M4
11..3,0.0419,0.9734,0.043,-5865.047951,OG0003968,M4
10..12,0.0594,0.5093,0.1167,-5865.047951,OG0003968,M4
12..5,0.0865,1.2518,0.0691,-5865.047951,OG0003968,M4
12..6,0.0819,1.3827,0.0592,-5865.047951,OG0003968,M4
9..4,0.064,1.2326,0.0519,-5865.047951,OG0003968,M4
8..7,0.1241,62.5397,0.002,-5865.047951,OG0003968,M4
8..1,0.1553,11.7887,0.0132,-11280.152794,OG0003951,M4
8..9,0.0687,0.0002,409.3995,-11280.152794,OG0003951,M4
9..10,0.0377,0.0002,250.5605,-11280.152794,OG0003951,M4
10..11,0.0694,8.5034,0.0082,-11280.152794,OG0003951,M4
11..2,0.1158,6.6202,0.0175,-11280.152794,OG0003951,M4
11..3,0.1069,10.6958,0.01,-11280.152794,OG0003951,M4
10..12,0.1215,0.0001,999.0,-11280.152794,OG0003951,M4
12..5,0.0907,8.0743,0.0112,-11280.152794,OG0003951,M4
12..6,0.101,3.7865,0.0267,-11280.152794,OG0003951,M4
9..4,0.1019,65.2094,0.0016,-11280.152794,OG0003951,M4
8..7,0.1013,50.2288,0.002,-11280.152794,OG0003951,M4
8..1,0.0294,0.6701,0.0439,-9542.650634,OG0004001,M4
8..9,0.0137,0.092,0.1492,-9542.650634,OG0004001,M4
9..10,0.0174,0.2957,0.0587,-9542.650634,OG0004001,M4
10..2,0.0065,0.775,0.0084,-9542.650634,OG0004001,M4
10..3,0.018,0.7278,0.0247,-9542.650634,OG0004001,M4
9..11,0.003,0.0,844.6964,-9542.650634,OG0004001,M4
11..4,0.0237,0.8509,0.0279,-9542.650634,OG0004001,M4
11..12,0.0214,0.2422,0.0881,-9542.650634,OG0004001,M4
12..5,0.0236,0.7097,0.0333,-9542.650634,OG0004001,M4
12..6,0.01,1.1104,0.009,-9542.650634,OG0004001,M4
8..7,0.019,1.9984,0.0095,-9542.650634,OG0004001,M4
8..1,0.1306,2.2503,0.058,-14518.291017,OG0003998,M4
8..9,0.0662,0.0001,999.0,-14518.291017,OG0003998,M4
9..10,0.0412,0.0,999.0,-14518.291017,OG0003998,M4
10..11,0.0914,0.0001,999.0,-14518.291017,OG0003998,M4
11..2,0.0841,4.5227,0.0186,-14518.291017,OG0003998,M4
11..3,0.0908,2.6486,0.0343,-14518.291017,OG0003998,M4
10..12,0.1781,2.3158,0.0769,-14518.291017,OG0003998,M4
12..5,0.1029,1.1219,0.0917,-14518.291017,OG0003998,M4
12..6,0.1013,1.6263,0.0623,-14518.291017,OG0003998,M4
9..4,0.1713,2.7617,0.062,-14518.291017,OG0003998,M4
8..7,0.1121,2.3194,0.0483,-14518.291017,OG0003998,M4
8..1,0.1112,9.3056,0.0119,-21137.03469,OG0003958,M4
8..9,0.0449,0.0019,23.8006,-21137.03469,OG0003958,M4
9..10,0.0839,0.0049,16.9571,-21137.03469,OG0003958,M4
10..2,0.0802,9.2189,0.0087,-21137.03469,OG0003958,M4
10..3,0.0794,78.0489,0.001,-21137.03469,OG0003958,M4
9..11,0.1309,0.4602,0.2844,-21137.03469,OG0003958,M4
11..5,0.0878,78.0179,0.0011,-21137.03469,OG0003958,M4
11..6,0.0966,5.5251,0.0175,-21137.03469,OG0003958,M4
8..12,0.0337,0.0014,23.7985,-21137.03469,OG0003958,M4
12..4,0.0846,31.4179,0.0027,-21137.03469,OG0003958,M4
12..7,0.1241,17.0599,0.0073,-21137.03469,OG0003958,M4
8..1,0.1051,1.4757,0.0712,-20186.040537,OG0003961,M4
8..9,0.0498,0.3147,0.1581,-20186.040537,OG0003961,M4
9..10,0.029,0.0011,27.3115,-20186.040537,OG0003961,M4
10..11,0.0482,0.1787,0.2699,-20186.040537,OG0003961,M4
11..2,0.0409,1.7504,0.0234,-20186.040537,OG0003961,M4
11..3,0.0576,1.3034,0.0442,-20186.040537,OG0003961,M4
10..12,0.1012,0.0039,26.071,-20186.040537,OG0003961,M4
12..5,0.0529,3.0056,0.0176,-20186.040537,OG0003961,M4
12..6,0.0604,2.4135,0.025,-20186.040537,OG0003961,M4
9..4,0.0672,2.337,0.0288,-20186.040537,OG0003961,M4
8..7,0.063,1.6557,0.038,-20186.040537,OG0003961,M4
8..1,0.2234,2.7727,0.0806,-5734.387319,OG0003953,M4
8..9,0.0989,0.0001,999.0,-5734.387319,OG0003953,M4
9..10,0.0,0.0,0.0001,-5734.387319,OG0003953,M4
10..11,0.4409,0.5347,0.8246,-5734.387319,OG0003953,M4
11..2,0.1255,1.3721,0.0915,-5734.387319,OG0003953,M4
11..3,0.7346,68.5012,0.0107,-5734.387319,OG0003953,M4
10..12,0.1663,0.0002,999.0,-5734.387319,OG0003953,M4
12..5,0.1437,2.1235,0.0677,-5734.387319,OG0003953,M4
12..6,0.1751,70.3215,0.0025,-5734.387319,OG0003953,M4
9..4,0.2587,15.036,0.0172,-5734.387319,OG0003953,M4
8..7,0.3931,5.1358,0.0765,-5734.387319,OG0003953,M4
8..1,0.1766,1.6047,0.1101,-6709.292958,OG0003947,M4
8..9,0.0958,0.0001,999.0,-6709.292958,OG0003947,M4
9..10,0.0974,0.0001,999.0,-6709.292958,OG0003947,M4
10..2,0.1107,2.8331,0.0391,-6709.292958,OG0003947,M4
10..3,0.121,2.2264,0.0543,-6709.292958,OG0003947,M4
9..11,0.0328,0.0,999.0,-6709.292958,OG0003947,M4
11..4,0.1843,1.0594,0.174,-6709.292958,OG0003947,M4
11..12,0.158,0.0002,999.0,-6709.292958,OG0003947,M4
12..5,0.1386,1.8321,0.0757,-6709.292958,OG0003947,M4
12..6,0.1591,3.1191,0.051,-6709.292958,OG0003947,M4
8..7,0.1419,2.0399,0.0695,-6709.292958,OG0003947,M4
8..1,0.2207,3.5701,0.0618,-5809.742653,OG0003957,M4
8..9,0.0653,0.0001,999.0,-5809.742653,OG0003957,M4
9..2,0.0857,2.3185,0.037,-5809.742653,OG0003957,M4
9..3,0.1823,2.5087,0.0727,-5809.742653,OG0003957,M4
8..10,0.053,0.0001,999.0,-5809.742653,OG0003957,M4
10..11,0.0196,0.0,999.0,-5809.742653,OG0003957,M4
11..4,0.1506,2.1318,0.0706,-5809.742653,OG0003957,M4
11..7,0.1286,1.9377,0.0664,-5809.742653,OG0003957,M4
10..12,0.0853,0.0001,999.0,-5809.742653,OG0003957,M4
12..5,0.1313,1.2721,0.1032,-5809.742653,OG0003957,M4
12..6,0.2032,2.2124,0.0918,-5809.742653,OG0003957,M4
8..1,0.3736,4.7618,0.0785,-7003.133515,OG0003975,M4
8..9,0.0541,0.0001,999.0,-7003.133515,OG0003975,M4
9..10,0.0567,0.0001,999.0,-7003.133515,OG0003975,M4
10..11,0.2158,0.0002,999.0,-7003.133515,OG0003975,M4
11..2,0.1718,3.1053,0.0553,-7003.133515,OG0003975,M4
11..3,0.2999,2.8168,0.1065,-7003.133515,OG0003975,M4
10..12,0.195,0.0002,999.0,-7003.133515,OG0003975,M4
12..5,0.3009,2.1745,0.1384,-7003.133515,OG0003975,M4
12..6,0.2238,61.7543,0.0036,-7003.133515,OG0003975,M4
9..7,0.2802,5.6533,0.0496,-7003.133515,OG0003975,M4
8..4,0.2433,5.8149,0.0418,-7003.133515,OG0003975,M4
8..1,0.1753,2.6474,0.0662,-7675.084919,OG0003973,M4
8..9,0.0426,0.0,999.0,-7675.084919,OG0003973,M4
9..10,0.0217,0.0,999.0,-7675.084919,OG0003973,M4
10..11,0.0954,0.0001,999.0,-7675.084919,OG0003973,M4
11..2,0.0979,3.7726,0.0259,-7675.084919,OG0003973,M4
11..3,0.1186,2.6608,0.0446,-7675.084919,OG0003973,M4
10..12,0.1411,0.0001,999.0,-7675.084919,OG0003973,M4
12..5,0.1271,3.8142,0.0333,-7675.084919,OG0003973,M4
12..6,0.1305,2.5767,0.0507,-7675.084919,OG0003973,M4
9..7,0.1175,2.7935,0.0421,-7675.084919,OG0003973,M4
8..4,0.1073,4.1589,0.0258,-7675.084919,OG0003973,M4
8..1,0.0415,1.3739,0.0302,-5780.04803,OG0003963,M4
8..9,0.0467,0.0,999.0,-5780.04803,OG0003963,M4
9..10,0.0304,0.0,999.0,-5780.04803,OG0003963,M4
10..11,0.0321,0.5153,0.0622,-5780.04803,OG0003963,M4
11..2,0.0319,1.0097,0.0316,-5780.04803,OG0003963,M4
11..3,0.0337,0.7375,0.0457,-5780.04803,OG0003963,M4
10..12,0.051,0.0002,287.4916,-5780.04803,OG0003963,M4
12..5,0.0549,1.5079,0.0364,-5780.04803,OG0003963,M4
12..6,0.0419,2.0761,0.0202,-5780.04803,OG0003963,M4
9..4,0.0623,1.0357,0.0602,-5780.04803,OG0003963,M4
8..7,0.0441,1.3722,0.0321,-5780.04803,OG0003963,M4
8..1,0.0732,1.403,0.0522,-3134.062242,OG0003956,M4
8..9,0.0113,0.0057,1.9969,-3134.062242,OG0003956,M4
9..10,0.0156,0.01,1.5553,-3134.062242,OG0003956,M4
10..11,0.0503,0.6395,0.0787,-3134.062242,OG0003956,M4
11..2,0.0356,2.5179,0.0141,-3134.062242,OG0003956,M4
11..3,0.0219,0.682,0.032,-3134.062242,OG0003956,M4
10..4,0.0388,2.123,0.0183,-3134.062242,OG0003956,M4
9..12,0.0811,0.0358,2.2689,-3134.062242,OG0003956,M4
12..5,0.0384,1.1829,0.0325,-3134.062242,OG0003956,M4
12..6,0.0083,2.1297,0.0039,-3134.062242,OG0003956,M4
8..7,0.0634,61.7055,0.001,-3134.062242,OG0003956,M4
8..1,0.2356,2.2611,0.1042,-11850.557058,OG0003974,M4
8..9,0.2169,0.0002,999.0,-11850.557058,OG0003974,M4
9..10,0.0733,0.0001,517.3605,-11850.557058,OG0003974,M4
10..11,0.137,0.0002,559.8585,-11850.557058,OG0003974,M4
11..2,0.1252,5.2905,0.0237,-11850.557058,OG0003974,M4
11..3,0.1026,4.0033,0.0256,-11850.557058,OG0003974,M4
10..4,0.3029,4.3068,0.0703,-11850.557058,OG0003974,M4
9..12,0.2017,0.0004,552.1489,-11850.557058,OG0003974,M4
12..5,0.1509,4.5866,0.0329,-11850.557058,OG0003974,M4
12..6,0.1513,2.3845,0.0634,-11850.557058,OG0003974,M4
8..7,0.2816,3.8363,0.0734,-11850.557058,OG0003974,M4
8..1,0.3389,77.4636,0.0044,-5655.564736,OG0004002,M4
8..9,0.0813,0.0002,404.8261,-5655.564736,OG0004002,M4
9..10,0.045,0.0001,701.7169,-5655.564736,OG0004002,M4
10..11,0.1236,0.0001,999.0,-5655.564736,OG0004002,M4
11..2,0.12,36.4599,0.0033,-5655.564736,OG0004002,M4
11..3,0.2251,16.9389,0.0133,-5655.564736,OG0004002,M4
10..12,0.1479,0.0001,999.0,-5655.564736,OG0004002,M4
12..5,0.188,7.1362,0.0263,-5655.564736,OG0004002,M4
12..6,0.1206,78.2761,0.0015,-5655.564736,OG0004002,M4
9..4,0.1805,6.3661,0.0284,-5655.564736,OG0004002,M4
8..7,0.24,5.3108,0.0452,-5655.564736,OG0004002,M4
8..1,0.2796,9.3402,0.0299,-11081.870025,OG0003997,M4
8..9,0.1258,0.0001,999.0,-11081.870025,OG0003997,M4
9..10,0.073,0.0001,999.0,-11081.870025,OG0003997,M4
10..11,0.1105,0.0001,999.0,-11081.870025,OG0003997,M4
11..2,0.269,3.962,0.0679,-11081.870025,OG0003997,M4
11..3,0.271,5.5138,0.0492,-11081.870025,OG0003997,M4
10..4,0.2628,4.3336,0.0606,-11081.870025,OG0003997,M4
9..12,0.3014,0.0003,999.0,-11081.870025,OG0003997,M4
12..5,0.27,4.6217,0.0584,-11081.870025,OG0003997,M4
12..6,0.2353,3.1674,0.0743,-11081.870025,OG0003997,M4
8..7,0.2752,9.7571,0.0282,-11081.870025,OG0003997,M4
8..1,0.1378,2.3016,0.0599,-6945.771313,OG0004003,M4
8..9,0.0469,0.0,999.0,-6945.771313,OG0004003,M4
9..10,0.0448,0.0,999.0,-6945.771313,OG0004003,M4
10..11,0.0632,0.0001,999.0,-6945.771313,OG0004003,M4
11..2,0.0916,3.2324,0.0283,-6945.771313,OG0004003,M4
11..3,0.1168,77.9134,0.0015,-6945.771313,OG0004003,M4
10..12,0.0853,0.0001,999.0,-6945.771313,OG0004003,M4
12..5,0.1071,2.589,0.0414,-6945.771313,OG0004003,M4
12..6,0.1119,77.9312,0.0014,-6945.771313,OG0004003,M4
9..7,0.1298,2.1797,0.0595,-6945.771313,OG0004003,M4
8..4,0.1168,2.8548,0.0409,-6945.771313,OG0004003,M4
8..1,0.1007,80.6831,0.0012,-3181.841843,OG0003991,M4
8..9,0.0245,0.0863,0.284,-3181.841843,OG0003991,M4
9..10,0.0233,0.0051,4.5888,-3181.841843,OG0003991,M4
10..11,0.0384,67.8745,0.0006,-3181.841843,OG0003991,M4
11..2,0.012,1.6318,0.0074,-3181.841843,OG0003991,M4
11..3,0.02,0.0398,0.5016,-3181.841843,OG0003991,M4
10..12,0.0356,0.0253,1.4071,-3181.841843,OG0003991,M4
12..5,0.0213,1.833,0.0116,-3181.841843,OG0003991,M4
12..6,0.0277,5.8214,0.0048,-3181.841843,OG0003991,M4
9..4,0.0385,4.9934,0.0077,-3181.841843,OG0003991,M4
8..7,0.0257,4.3952,0.0059,-3181.841843,OG0003991,M4
8..1,0.3159,3.1384,0.1006,-19825.8582,OG0004004,M4
8..9,0.0992,0.0001,999.0,-19825.8582,OG0004004,M4
9..10,0.1113,0.0001,999.0,-19825.8582,OG0004004,M4
10..2,0.1777,1.5661,0.1135,-19825.8582,OG0004004,M4
10..3,0.2705,3.0432,0.0889,-19825.8582,OG0004004,M4
9..11,0.0182,0.0,999.0,-19825.8582,OG0004004,M4
11..4,0.1357,74.1388,0.0018,-19825.8582,OG0004004,M4
11..12,0.137,0.0001,999.0,-19825.8582,OG0004004,M4
12..5,0.0505,2.6785,0.0189,-19825.8582,OG0004004,M4
12..6,0.1709,2.4008,0.0712,-19825.8582,OG0004004,M4
8..7,0.3303,4.4636,0.074,-19825.8582,OG0004004,M4
8..1,0.2154,1.903,0.1132,-8710.303029,OG0004070,M4
8..9,0.1566,0.0002,999.0,-8710.303029,OG0004070,M4
9..10,0.1579,0.0002,999.0,-8710.303029,OG0004070,M4
10..2,0.0969,1.4886,0.0651,-8710.303029,OG0004070,M4
10..3,0.0442,3.1255,0.0141,-8710.303029,OG0004070,M4
9..11,0.0629,0.0004,142.5987,-8710.303029,OG0004070,M4
11..4,0.2846,3.7494,0.0759,-8710.303029,OG0004070,M4
11..12,0.1756,1.1178,0.1571,-8710.303029,OG0004070,M4
12..5,0.1722,1.6512,0.1043,-8710.303029,OG0004070,M4
12..6,0.2519,3.233,0.0779,-8710.303029,OG0004070,M4
8..7,0.2694,2.1425,0.1257,-8710.303029,OG0004070,M4
8..1,0.3194,5.6056,0.057,-6510.869263,OG0003946,M4
8..9,0.0839,0.0001,999.0,-6510.869263,OG0003946,M4
9..10,0.0752,0.0001,999.0,-6510.869263,OG0003946,M4
10..11,0.1203,0.0002,657.5725,-6510.869263,OG0003946,M4
11..2,0.0875,29.8706,0.0029,-6510.869263,OG0003946,M4
11..3,0.1135,63.0102,0.0018,-6510.869263,OG0003946,M4
10..12,0.2202,0.0002,999.0,-6510.869263,OG0003946,M4
12..5,0.2018,10.605,0.019,-6510.869263,OG0003946,M4
12..6,0.1125,63.0131,0.0018,-6510.869263,OG0003946,M4
9..4,0.2703,4.2293,0.0639,-6510.869263,OG0003946,M4
8..7,0.2187,2.3721,0.0922,-6510.869263,OG0003946,M4
8..1,0.072,1.3038,0.0552,-3720.255093,OG0004037,M4
8..9,0.0187,0.0001,203.6546,-3720.255093,OG0004037,M4
9..10,0.0146,0.0001,103.5637,-3720.255093,OG0004037,M4
10..11,0.026,0.0001,409.4503,-3720.255093,OG0004037,M4
11..2,0.0283,0.8045,0.0352,-3720.255093,OG0004037,M4
11..3,0.0352,1.3473,0.0261,-3720.255093,OG0004037,M4
10..4,0.061,1.4119,0.0432,-3720.255093,OG0004037,M4
9..12,0.0355,0.0008,43.0954,-3720.255093,OG0004037,M4
12..5,0.0207,1.3756,0.0151,-3720.255093,OG0004037,M4
12..6,0.0207,5.95,0.0035,-3720.255093,OG0004037,M4
8..7,0.046,79.7703,0.0006,-3720.255093,OG0004037,M4
8..1,0.3092,3.9011,0.0793,-35787.584363,OG0003982,M4
8..9,0.1299,0.0001,999.0,-35787.584363,OG0003982,M4
9..10,0.0419,0.0,999.0,-35787.584363,OG0003982,M4
10..11,0.1796,0.0002,999.0,-35787.584363,OG0003982,M4
11..2,0.2062,6.1174,0.0337,-35787.584363,OG0003982,M4
11..3,0.2064,5.2201,0.0395,-35787.584363,OG0003982,M4
10..12,0.2113,0.0002,999.0,-35787.584363,OG0003982,M4
12..5,0.1737,6.8026,0.0255,-35787.584363,OG0003982,M4
12..6,0.2421,4.937,0.049,-35787.584363,OG0003982,M4
9..4,0.3681,66.0848,0.0056,-35787.584363,OG0003982,M4
8..7,0.3092,6.5377,0.0473,-35787.584363,OG0003982,M4
8..1,0.116,2.0035,0.0579,-3208.746174,OG0003945,M4
8..9,0.1215,67.7209,0.0018,-3208.746174,OG0003945,M4
9..10,0.0277,0.0,999.0,-3208.746174,OG0003945,M4
10..11,0.0302,0.0,999.0,-3208.746174,OG0003945,M4
11..2,0.0659,1.4236,0.0463,-3208.746174,OG0003945,M4
11..3,0.0417,4.3881,0.0095,-3208.746174,OG0003945,M4
10..4,0.0845,8.6752,0.0097,-3208.746174,OG0003945,M4
9..12,0.078,0.3633,0.2148,-3208.746174,OG0003945,M4
12..5,0.0705,2.3182,0.0304,-3208.746174,OG0003945,M4
12..6,0.0656,0.7477,0.0878,-3208.746174,OG0003945,M4
8..7,0.0581,0.0001,999.0,-3208.746174,OG0003945,M4
8..1,0.6187,5.9396,0.1042,-11010.269664,OG0004017,M4
8..9,0.1125,0.0001,999.0,-11010.269664,OG0004017,M4
9..10,0.1201,0.0001,999.0,-11010.269664,OG0004017,M4
10..11,0.1636,0.0002,999.0,-11010.269664,OG0004017,M4
11..2,0.2371,31.7477,0.0075,-11010.269664,OG0004017,M4
11..3,0.2947,5.965,0.0494,-11010.269664,OG0004017,M4
10..12,0.2194,0.0002,999.0,-11010.269664,OG0004017,M4
12..5,0.3375,3.3562,0.1006,-11010.269664,OG0004017,M4
12..6,0.2655,63.134,0.0042,-11010.269664,OG0004017,M4
9..4,0.5703,62.2705,0.0092,-11010.269664,OG0004017,M4
8..7,0.4269,1.7844,0.2392,-11010.269664,OG0004017,M4
8..1,0.1619,2.357,0.0687,-13600.993969,OG0004042,M4
8..9,0.0551,0.0001,999.0,-13600.993969,OG0004042,M4
9..10,0.0836,0.0001,999.0,-13600.993969,OG0004042,M4
10..11,0.1356,0.0001,999.0,-13600.993969,OG0004042,M4
11..2,0.1035,4.9998,0.0207,-13600.993969,OG0004042,M4
11..3,0.1435,2.8697,0.05,-13600.993969,OG0004042,M4
10..12,0.1062,1.8282,0.0581,-13600.993969,OG0004042,M4
12..5,0.1042,0.9902,0.1052,-13600.993969,OG0004042,M4
12..6,0.0932,0.8884,0.1049,-13600.993969,OG0004042,M4
9..4,0.1366,2.5827,0.0529,-13600.993969,OG0004042,M4
8..7,0.0976,3.062,0.0319,-13600.993969,OG0004042,M4
8..1,0.1845,68.0637,0.0027,-15713.27059,OG0003944,M4
8..9,0.0792,0.0054,14.6223,-15713.27059,OG0003944,M4
9..10,0.0261,0.002,13.3652,-15713.27059,OG0003944,M4
10..11,0.1057,0.0042,24.8933,-15713.27059,OG0003944,M4
11..2,0.0603,36.1765,0.0017,-15713.27059,OG0003944,M4
11..3,0.1044,78.5402,0.0013,-15713.27059,OG0003944,M4
10..12,0.1708,0.0059,28.7883,-15713.27059,OG0003944,M4
12..5,0.0933,39.9814,0.0023,-15713.27059,OG0003944,M4
12..6,0.1169,78.4934,0.0015,-15713.27059,OG0003944,M4
9..4,0.1522,78.3614,0.0019,-15713.27059,OG0003944,M4
8..7,0.1187,78.4868,0.0015,-15713.27059,OG0003944,M4
8..1,0.2272,2.0654,0.11,-8315.155219,OG0003985,M4
8..9,0.058,0.0007,80.4814,-8315.155219,OG0003985,M4
9..10,0.1121,0.0001,999.0,-8315.155219,OG0003985,M4
10..2,0.0877,1.9375,0.0453,-8315.155219,OG0003985,M4
10..3,0.1684,1.9516,0.0863,-8315.155219,OG0003985,M4
9..11,0.0388,0.0002,208.819,-8315.155219,OG0003985,M4
11..4,0.1291,1.1093,0.1164,-8315.155219,OG0003985,M4
11..7,0.2176,1.8494,0.1176,-8315.155219,OG0003985,M4
8..12,0.0692,0.3656,0.1893,-8315.155219,OG0003985,M4
12..5,0.1425,1.4306,0.0996,-8315.155219,OG0003985,M4
12..6,0.1665,0.7086,0.235,-8315.155219,OG0003985,M4
8..1,0.1882,2.2974,0.0819,-18999.17148,OG0004043,M4
8..9,0.0556,0.0042,13.2896,-18999.17148,OG0004043,M4
9..10,0.082,0.0055,14.9076,-18999.17148,OG0004043,M4
10..11,0.1911,0.0366,5.2232,-18999.17148,OG0004043,M4
11..2,0.1153,2.6824,0.043,-18999.17148,OG0004043,M4
11..3,0.1363,2.17,0.0628,-18999.17148,OG0004043,M4
10..12,0.1505,0.0163,9.2449,-18999.17148,OG0004043,M4
12..5,0.1661,26.681,0.0062,-18999.17148,OG0004043,M4
12..6,0.15,48.5008,0.0031,-18999.17148,OG0004043,M4
9..4,0.1628,2.8651,0.0568,-18999.17148,OG0004043,M4
8..7,0.1952,2.7279,0.0716,-18999.17148,OG0004043,M4
8..1,0.0949,2.5761,0.0368,-2098.075435,OG0003967,M4
8..9,0.0375,0.0,999.0,-2098.075435,OG0003967,M4
9..10,0.0517,1.455,0.0356,-2098.075435,OG0003967,M4
10..2,0.0156,0.4511,0.0346,-2098.075435,OG0003967,M4
10..3,0.0268,1.1245,0.0238,-2098.075435,OG0003967,M4
9..11,0.0063,0.153,0.0411,-2098.075435,OG0003967,M4
11..4,0.036,2.0961,0.0172,-2098.075435,OG0003967,M4
11..12,0.0493,0.6008,0.082,-2098.075435,OG0003967,M4
12..5,0.0282,0.9168,0.0308,-2098.075435,OG0003967,M4
12..6,0.0048,0.9087,0.0053,-2098.075435,OG0003967,M4
8..7,0.0685,1.1313,0.0606,-2098.075435,OG0003967,M4
8..1,0.1857,73.3464,0.0025,-4215.204761,OG0003983,M4
8..9,0.0493,0.0,999.0,-4215.204761,OG0003983,M4
9..10,0.0323,0.0001,509.3672,-4215.204761,OG0003983,M4
10..2,0.0566,3.6402,0.0156,-4215.204761,OG0003983,M4
10..3,0.0904,73.6742,0.0012,-4215.204761,OG0003983,M4
9..11,0.1243,73.5576,0.0017,-4215.204761,OG0003983,M4
11..5,0.0767,2.1792,0.0352,-4215.204761,OG0003983,M4
11..6,0.0579,2.0036,0.0289,-4215.204761,OG0003983,M4
8..12,0.0375,0.0003,114.3759,-4215.204761,OG0003983,M4
12..4,0.0976,73.6492,0.0013,-4215.204761,OG0003983,M4
12..7,0.1188,2.9434,0.0404,-4215.204761,OG0003983,M4
8..1,0.1117,1.6374,0.0682,-25043.385614,OG0003966,M4
8..9,0.0333,0.0,999.0,-25043.385614,OG0003966,M4
9..10,0.037,0.0,999.0,-25043.385614,OG0003966,M4
10..11,0.0614,0.1145,0.5362,-25043.385614,OG0003966,M4
11..2,0.0669,1.8879,0.0354,-25043.385614,OG0003966,M4
11..3,0.0874,1.315,0.0665,-25043.385614,OG0003966,M4
10..12,0.0764,0.1054,0.7242,-25043.385614,OG0003966,M4
12..5,0.0845,1.7143,0.0493,-25043.385614,OG0003966,M4
12..6,0.094,2.123,0.0443,-25043.385614,OG0003966,M4
9..4,0.1274,1.8997,0.0671,-25043.385614,OG0003966,M4
8..7,0.1153,1.7459,0.066,-25043.385614,OG0003966,M4
8..1,0.0484,2.3247,0.0208,-3491.065027,OG0003987,M4
8..9,0.0412,0.2866,0.1438,-3491.065027,OG0003987,M4
9..2,0.0241,0.8264,0.0291,-3491.065027,OG0003987,M4
9..3,0.0362,0.7224,0.0501,-3491.065027,OG0003987,M4
8..10,0.0047,0.0,999.0,-3491.065027,OG0003987,M4
10..11,0.0152,0.2557,0.0595,-3491.065027,OG0003987,M4
